name,score,smiles,inchikey,source,mw
2-Methoxyestradiol,0.65,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,CQOQDQWUFQDJMK-SSTWWWIQSA-N,NAFLDkb_repositioning,302.41
"2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID",0.65,O=C(Nc1ccc(Oc2ncccn2)cc1C(=O)O)c1ccc(Cl)cc1Cl,VNDRRWBKNSHALL-UHFFFAOYSA-N,NAFLDkb_repositioning,404.21
"2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid",0.65,C[C@@H](Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,OOLBCHYXZDXLDS-SECBINFHSA-N,NAFLDkb_repositioning,327.16
"2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione",0.65,Cc1cc(-n2ncc(=O)[nH]c2=O)cc(C)c1Oc1ccc(O)c(C(C)C)c1,RXQAVKWRCZYGMV-UHFFFAOYSA-N,NAFLDkb_repositioning,367.41
2-chloro-5-nitro-N-phenylbenzamide,0.65,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl,DNTSIBUQMRRYIU-UHFFFAOYSA-N,NAFLDkb_repositioning,276.68
2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,0.65,CCCc1c(OCCCOc2ccc3c(ccn3CC(=O)O)c2)ccc2cc(C(=O)c3ccccc3)ccc12,ZXWVCCFKIRBLDP-UHFFFAOYSA-N,NAFLDkb_repositioning,521.61
2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,0.65,CCCc1c(OCCCOc2ccc3c(ccn3CC(=O)O)c2)ccc2c(C(F)(F)F)noc12,TWVYNPULGKGJOS-UHFFFAOYSA-N,NAFLDkb_repositioning,476.45
3-(5-methoxy-1H-indol-3-yl)propanoic acid,0.65,COc1ccc2[nH]cc(CCC(=O)O)c2c1,ZLSZCJIWILJKMR-UHFFFAOYSA-N,NAFLDkb_repositioning,219.24
3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE,0.65,O=S(=O)(Nc1cc(-c2cccs2)nn1-c1ccc(F)cc1)c1cccc(F)c1,GULUFDCOGAXLEP-UHFFFAOYSA-N,NAFLDkb_repositioning,417.46
3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid,0.65,CCC/C(=C/c1ccc(-c2cccc(C(=O)O)c2)o1)[N+](=O)[O-],IRHZCQDCMUWUKV-RAXLEYEMSA-N,NAFLDkb_repositioning,301.3
3-{6-[(8-HYDROXY-QUINOLINE-2-CARBONYL)-AMINO]-2-THIOPHEN-2-YL-HEXANOYLAMINO}-4-OXO-BUTYRI ACID,0.65,O=C[C@H](CC(=O)O)NC(=O)[C@@H](CCCCNC(=O)c1ccc2cccc(O)c2n1)c1cccs1,QXMPYGCWDMKRMF-IRXDYDNUSA-N,NAFLDkb_repositioning,483.55
"4'-Methylene-5,8,10-trideazaaminopterin",0.65,C=C(CC(NC(=O)c1ccc(CCc2ccc3nc(N)nc(N)c3c2)cc1)C(=O)O)C(=O)O,NAWXUBYGYWOOIX-UHFFFAOYSA-N,NAFLDkb_repositioning,449.47
4-[5-(2-CARBOXY-1-FORMYL-ETHYLCARBAMOYL)-PYRIDIN-3-YL]-BENZOIC ACID,0.65,O=C[C@H](CC(=O)O)NC(=O)c1cncc(-c2ccc(C(=O)O)cc2)c1,JNRAPROKLOUIRA-AWEZNQCLSA-N,NAFLDkb_repositioning,342.31
5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid,0.65,CC(=O)[C@H](CC(=O)O)NC(=O)c1ccc(CNS(=O)(=O)c2ccc(O)c(C(=O)O)c2)cc1,LBAHOXPDTNUYCX-INIZCTEOSA-N,NAFLDkb_repositioning,464.45
"6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One",0.65,O=C1c2cc3sc(-c4cccc([N+](=O)[O-])c4)cc3n2C(=S)N1CCCN1CCOCC1,UXGUZFZBZPPZGL-UHFFFAOYSA-N,NAFLDkb_repositioning,456.55
9(S)-HODE,0.65,CCCCC/C=C\C=C\[C@@H](O)CCCCCCCC(=O)O,NPDSHTNEKLQQIJ-UINYOVNOSA-N,NAFLDkb_repositioning,296.45
ALT-2074,0.65,CC1(C)CN[Se]c2ccccc21,FXRYWOJYVGJZLE-UHFFFAOYSA-N,NAFLDkb_repositioning,226.18
AMD-070,0.65,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,WVLHHLRVNDMIAR-IBGZPJMESA-N,NAFLDkb_repositioning,349.48
AMG-131,0.65,O=S(=O)(Nc1cc(Cl)c(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,NMRWDFUZLLQSBN-UHFFFAOYSA-N,NAFLDkb_repositioning,514.22
AMG-222,0.65,C[C@@H](CC1(c2nn[nH]n2)c2ccc(C(=O)N(C)C)cc2CCc2cc(C(=O)N(C)C)ccc21)NCC(=O)N1CCC[C@H]1C#N,NVSWJKWHLUTHLP-CPJSRVTESA-N,NAFLDkb_repositioning,597.72
AN-9,0.65,CCCC(=O)OCOC(=O)C(C)(C)C,GYKLFBYWXZYSOW-UHFFFAOYSA-N,NAFLDkb_repositioning,202.25
AR-9281,0.65,CC(=O)N1CCC(NC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,HUDQLWBKJOMXSZ-UHFFFAOYSA-N,NAFLDkb_repositioning,319.45
ATL-2502,0.65,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)c1cccc(S(=O)(=O)[O-])c1.[Na+],RWFZSORKWFPGNE-UHFFFAOYSA-M,NAFLDkb_repositioning,566.6
ATP,0.65,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,ZKHQWZAMYRWXGA-KQYNXXCUSA-N,NAFLDkb_repositioning,507.18
Abafungin,0.65,Cc1ccc(Oc2ccccc2-c2csc(N=C3NCCCN3)n2)c(C)c1,TYBHXIFFPVFXQW-UHFFFAOYSA-N,NAFLDkb_repositioning,378.5
Abexinostat,0.65,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,MAUCONCHVWBMHK-UHFFFAOYSA-N,NAFLDkb_repositioning,397.43
Acadesine,0.65,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N,RTRQQBHATOEIAF-UUOKFMHZSA-N,NAFLDkb_repositioning,258.23
Acebutolol,0.65,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,GOEMGAFJFRBGGG-UHFFFAOYSA-N,NAFLDkb_repositioning,336.43
Aceclofenac,0.65,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,MNIPYSSQXLZQLJ-UHFFFAOYSA-N,NAFLDkb_repositioning,354.19
Acemetacin,0.65,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,FSQKKOOTNAMONP-UHFFFAOYSA-N,NAFLDkb_repositioning,415.83
Acenocoumarol,0.65,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,VABCILAOYCMVPS-UHFFFAOYSA-N,NAFLDkb_repositioning,353.33
Acetohexamide,0.65,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,VGZSUPCWNCWDAN-UHFFFAOYSA-N,NAFLDkb_repositioning,324.4
Acetylcarnitine,0.65,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,RDHQFKQIGNGIED-MRVPVSSYSA-N,NAFLDkb_repositioning,203.24
Adapalene,0.65,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,LZCDAPDGXCYOEH-UHFFFAOYSA-N,NAFLDkb_repositioning,412.53
Adenine,0.65,Nc1ncnc2nc[nH]c12,GFFGJBXGBJISGV-UHFFFAOYSA-N,NAFLDkb_repositioning,135.13
Adenosine phosphate,0.65,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,UDMBCSSLTHHNCD-KQYNXXCUSA-N,NAFLDkb_repositioning,347.22
Agmatine,0.65,N=C(N)NCCCCN,QYPPJABKJHAVHS-UHFFFAOYSA-N,NAFLDkb_repositioning,130.2
Alclofenac,0.65,C=CCOc1ccc(CC(=O)O)cc1Cl,ARHWPKZXBHOEEE-UHFFFAOYSA-N,NAFLDkb_repositioning,226.66
Alclometasone,0.65,C[C@@H]1C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,FJXOGVLKCZQRDN-PHCHRAKRSA-N,NAFLDkb_repositioning,408.92
Aleglitazar,0.65,CO[C@@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O,DAYKLWSKQJBGCS-NRFANRHFSA-N,NAFLDkb_repositioning,437.52
Alendronic acid,0.65,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,OGSPWJRAVKPPFI-UHFFFAOYSA-N,NAFLDkb_repositioning,249.1
Alfacalcidol,0.65,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,OFHCOWSQAMBJIW-AVJTYSNKSA-N,NAFLDkb_repositioning,400.65
Alfuzosin,0.65,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,WNMJYKCGWZFFKR-UHFFFAOYSA-N,NAFLDkb_repositioning,389.46
Aliskiren,0.65,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,UXOWGYHJODZGMF-QORCZRPOSA-N,NAFLDkb_repositioning,551.77
Allantoin,0.65,NC(=O)NC1NC(=O)NC1=O,POJWUDADGALRAB-UHFFFAOYSA-N,NAFLDkb_repositioning,158.12
Alogliptin,0.65,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,ZSBOMTDTBDDKMP-OAHLLOKOSA-N,NAFLDkb_repositioning,339.4
Alosetron,0.65,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,JSWZEAMFRNKZNL-UHFFFAOYSA-N,NAFLDkb_repositioning,294.36
Alprazolam,0.65,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,VREFGVBLTWBCJP-UHFFFAOYSA-N,NAFLDkb_repositioning,308.77
Alprenolol,0.65,C=CCc1ccccc1OCC(O)CNC(C)C,PAZJSJFMUHDSTF-UHFFFAOYSA-N,NAFLDkb_repositioning,249.35
Aluminum sulfate,0.65,O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3],DIZPMCHEQGEION-UHFFFAOYSA-H,NAFLDkb_repositioning,342.15
Alverine,0.65,CCN(CCCc1ccccc1)CCCc1ccccc1,ZPFXAOWNKLFJDN-UHFFFAOYSA-N,NAFLDkb_repositioning,281.44
Alvespimycin,0.65,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O,KUFRQPKVAWMTJO-LMZWQJSESA-N,NAFLDkb_repositioning,616.76
Alvocidib,0.65,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,BIIVYFLTOXDAOV-YVEFUNNKSA-N,NAFLDkb_repositioning,401.85
Ambrisentan,0.65,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,OUJTZYPIHDYQMC-LJQANCHMSA-N,NAFLDkb_repositioning,378.43
Ambroxol,0.65,Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,JBDGDEWWOUBZPM-XYPYZODXSA-N,NAFLDkb_repositioning,378.11
Amcinonide,0.65,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,ILKJAFIWWBXGDU-MOGDOJJUSA-N,NAFLDkb_repositioning,502.58
Amelubant,0.65,CCOC(=O)NC(=N)c1ccc(OCc2cccc(COc3ccc(C(C)(C)c4ccc(O)cc4)cc3)c2)cc1,SBVYURPQULDJTI-UHFFFAOYSA-N,NAFLDkb_repositioning,538.64
Amibegron,0.65,CCOC(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1cccc(Cl)c1)CC2,RDJQCOBTKKAQAH-FPOVZHCZSA-N,NAFLDkb_repositioning,403.91
Amifostine,0.65,NCCCNCCSP(=O)(O)O,JKOQGQFVAUAYPM-UHFFFAOYSA-N,NAFLDkb_repositioning,214.23
Amikacin,0.65,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,LKCWBDHBTVXHDL-RMDFUYIESA-N,NAFLDkb_repositioning,585.61
Amiloride,0.65,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,XSDQTOBWRPYKKA-UHFFFAOYSA-N,NAFLDkb_repositioning,229.63
Amiloxate,0.65,COc1ccc(/C=C/C(=O)OCCC(C)C)cc1,UBNYRXMKIIGMKK-RMKNXTFCSA-N,NAFLDkb_repositioning,248.32
Amineptine,0.65,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,ONNOFKFOZAJDHT-UHFFFAOYSA-N,NAFLDkb_repositioning,337.46
Aminophenazone,0.65,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,RMMXTBMQSGEXHJ-UHFFFAOYSA-N,NAFLDkb_repositioning,231.3
Aminophylline,0.65,Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN,FQPFAHBPWDRTLU-UHFFFAOYSA-N,NAFLDkb_repositioning,420.43
Amiodarone,0.65,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,NAFLDkb_repositioning,645.32
Amitifadine,0.65,Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,BSMNRYCSBFHEMQ-KCJUWKMLSA-N,NAFLDkb_repositioning,228.12
Amitriptyline,0.65,CN(C)CCC=C1c2ccccc2CCc2ccccc21,KRMDCWKBEZIMAB-UHFFFAOYSA-N,NAFLDkb_repositioning,277.41
Amlodipine,0.65,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,HTIQEAQVCYTUBX-UHFFFAOYSA-N,NAFLDkb_repositioning,408.88
Amodiaquine,0.65,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,OVCDSSHSILBFBN-UHFFFAOYSA-N,NAFLDkb_repositioning,355.87
Amoxapine,0.65,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,QWGDMFLQWFTERH-UHFFFAOYSA-N,NAFLDkb_repositioning,313.79
Amphetamine,0.65,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,NAFLDkb_repositioning,135.21
Amrinone,0.65,Nc1cc(-c2ccncc2)c[nH]c1=O,RNLQIBCLLYYYFJ-UHFFFAOYSA-N,NAFLDkb_repositioning,187.2
Amrubicin,0.65,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O,VJZITPJGSQKZMX-XDPRQOKASA-N,NAFLDkb_repositioning,483.47
Amyl Nitrite,0.65,CCCCCON=O,CSDTZUBPSYWZDX-UHFFFAOYSA-N,NAFLDkb_repositioning,117.15
Amylmetacresol,0.65,CCCCCc1ccc(C)cc1O,CKGWFZQGEQJZIL-UHFFFAOYSA-N,NAFLDkb_repositioning,178.27
Anacetrapib,0.65,COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,MZZLGJHLQGUVPN-HAWMADMCSA-N,NAFLDkb_repositioning,637.51
Anagrelide,0.65,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,NAFLDkb_repositioning,256.09
Andrographolide,0.65,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,BOJKULTULYSRAS-OTESTREVSA-N,NAFLDkb_repositioning,350.46
Anisindione,0.65,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,XRCFXMGQEVUZFC-UHFFFAOYSA-N,NAFLDkb_repositioning,252.27
Anthralin,0.65,O=C1c2c(O)cccc2Cc2cccc(O)c21,NUZWLKWWNNJHPT-UHFFFAOYSA-N,NAFLDkb_repositioning,226.23
Antrafenine,0.65,O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,NWGGKKGAFZIVBJ-UHFFFAOYSA-N,NAFLDkb_repositioning,588.55
Apixaban,0.65,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,QNZCBYKSOIHPEH-UHFFFAOYSA-N,NAFLDkb_repositioning,459.51
Aplaviroc,0.65,CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,GWNOTCOIYUNTQP-FQLXRVMXSA-N,NAFLDkb_repositioning,577.72
Apoptone,0.65,C#C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CKAXZOYFIHQCBN-JRRMKBMNSA-N,NAFLDkb_repositioning,316.49
Apramycin,0.65,CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N)C[C@@H]3N)O[C@@H]2[C@@H]1O,XZNUGFQTQHRASN-XQENGBIVSA-N,NAFLDkb_repositioning,539.58
Apremilast,0.65,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,NAFLDkb_repositioning,460.51
Aptazapine,0.65,CN1CCN2c3ccccc3Cn3cccc3C2C1,MNHDDERDSNZCCK-UHFFFAOYSA-N,NAFLDkb_repositioning,253.35
Arachidonic Acid,0.65,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,YZXBAPSDXZZRGB-DOFZRALJSA-N,NAFLDkb_repositioning,304.47
Aranidipine,0.65,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],NCUCGYYHUFIYNU-UHFFFAOYSA-N,NAFLDkb_repositioning,388.38
Arbekacin,0.65,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,MKKYBZZTJQGVCD-XTCKQBCOSA-N,NAFLDkb_repositioning,552.63
Arbutin,0.65,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,NAFLDkb_repositioning,272.25
Arformoterol,0.65,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,BPZSYCZIITTYBL-YJYMSZOUSA-N,NAFLDkb_repositioning,344.41
Argatroban,0.65,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,KXNPVXPOPUZYGB-IOVMHBDKSA-N,NAFLDkb_repositioning,508.65
Arginine,0.65,N=C(N)NCCC[C@H](N)C(=O)O,ODKSFYDXXFIFQN-BYPYZUCNSA-N,NAFLDkb_repositioning,174.2
Arhalofenate,0.65,CC(=O)NCCOC(=O)[C@H](Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,BJBCSGQLZQGGIQ-QGZVFWFLSA-N,NAFLDkb_repositioning,415.8
Arimoclomol,0.65,[O-][n+]1cccc(C(Cl)=NOC[C@H](O)CN2CCCCC2)c1,SGEIEGAXKLMUIZ-CYBMUJFWSA-N,NAFLDkb_repositioning,313.79
Armodafinil,0.65,NC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1,YFGHCGITMMYXAQ-LJQANCHMSA-N,NAFLDkb_repositioning,273.36
Arotinolol,0.65,CC(C)(C)NCC(O)CSc1nc(-c2ccc(C(N)=O)s2)cs1,BHIAIPWSVYSKJS-UHFFFAOYSA-N,NAFLDkb_repositioning,371.55
Arverapamil,0.65,COc1ccc(CCNCCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,UPKQNCPKPOLASS-AREMUKBSSA-N,NAFLDkb_repositioning,440.58
Arylacenamide,0.65,CCN(C/C=C\c1ccc(C2CCCCC2)c(Cl)c1)C1CCCCC1.Cl,HKHPCMBPASXYGP-KVVVOXFISA-N,NAFLDkb_repositioning,396.45
Arzoxifene,0.65,COc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,MCGDSOGUHLTADD-UHFFFAOYSA-N,NAFLDkb_repositioning,475.61
Asimadoline,0.65,CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,JHLHNYVMZCADTC-LOSJGSFVSA-N,NAFLDkb_repositioning,414.55
Asparagine,0.65,NC(=O)C[C@H](N)C(=O)O,DCXYFEDJOCDNAF-REOHCLBHSA-N,NAFLDkb_repositioning,132.12
Atenolol,0.65,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,METKIMKYRPQLGS-UHFFFAOYSA-N,NAFLDkb_repositioning,266.34
Atiprimod,0.65,CCCC1(CCC)CCC2(CCN(CCCN(CC)CC)C2)CC1,SERHTTSLBVGRBY-UHFFFAOYSA-N,NAFLDkb_repositioning,336.61
Atovaquone,0.65,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,KUCQYCKVKVOKAY-CTYIDZIISA-N,NAFLDkb_repositioning,366.84
Auranofin,0.65,CC[P](CC)(CC)=[Au][S][C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,AUJRCFUBUPVWSZ-XTZHGVARSA-M,NAFLDkb_repositioning,678.49
Aurothioglucose,0.65,OC[C@H]1O[C@H]([S][Au])[C@H](O)[C@@H](O)[C@@H]1O,XHVAWZZCDCWGBK-WYRLRVFGSA-M,NAFLDkb_repositioning,392.18
Avacopan,0.65,Cc1ccc(NC(=O)[C@H]2CCCN(C(=O)c3c(C)cccc3F)[C@H]2c2ccc(NC3CCCC3)cc2)cc1C(F)(F)F,PUKBOVABABRILL-YZNIXAGQSA-N,NAFLDkb_repositioning,581.65
Avanafil,0.65,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,WEAJZXNPAWBCOA-INIZCTEOSA-N,NAFLDkb_repositioning,483.96
Avibactam,0.65,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,NDCUAPJVLWFHHB-UHNVWZDZSA-N,NAFLDkb_repositioning,265.25
Azathioprine,0.65,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,LMEKQMALGUDUQG-UHFFFAOYSA-N,NAFLDkb_repositioning,277.27
Azelnidipine,0.65,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,ZKFQEACEUNWPMT-UHFFFAOYSA-N,NAFLDkb_repositioning,582.66
Azemiglitazone,0.65,COc1cccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1,YAUMOGALQJYOJQ-UHFFFAOYSA-N,NAFLDkb_repositioning,371.41
Azilsartan medoxomil,0.65,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,QJFSABGVXDWMIW-UHFFFAOYSA-N,NAFLDkb_repositioning,568.54
Azimilide,0.65,CN1CCN(CCCCN2C(=O)CN(N=Cc3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,MREBEPTUUMTTIA-UHFFFAOYSA-N,NAFLDkb_repositioning,457.96
Bacampicillin,0.65,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,PFOLLRNADZZWEX-FFGRCDKISA-N,NAFLDkb_repositioning,465.53
Baclofen,0.65,NCC(CC(=O)O)c1ccc(Cl)cc1,KPYSYYIEGFHWSV-UHFFFAOYSA-N,NAFLDkb_repositioning,213.66
Balsalazide,0.65,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,IPOKCKJONYRRHP-FMQUCBEESA-N,NAFLDkb_repositioning,357.32
Bardoxolone,0.65,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,TXGZJQLMVSIZEI-UQMAOPSPSA-N,NAFLDkb_repositioning,491.67
Bardoxolone methyl,0.65,COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,WPTTVJLTNAWYAO-KPOXMGGZSA-N,NAFLDkb_repositioning,505.7
Baricitinib,0.65,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,XUZMWHLSFXCVMG-UHFFFAOYSA-N,NAFLDkb_repositioning,371.43
Barnidipine,0.65,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,VXMOONUMYLCFJD-DHLKQENFSA-N,NAFLDkb_repositioning,491.54
