name,score,smiles,inchikey,source,mw
Ensifentrine,0.65,COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(CCNC(N)=O)c(=O)n1CC2,CSOBIBXVIYAXFM-BYNJWEBRSA-N,NAFLDkb_repositioning,477.57
Entrectinib,0.65,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,HAYYBYPASCDWEQ-UHFFFAOYSA-N,NAFLDkb_repositioning,560.65
Enzalutamide,0.65,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,WXCXUHSOUPDCQV-UHFFFAOYSA-N,NAFLDkb_repositioning,464.44
Enzastaurin,0.65,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,AXRCEOKUDYDWLF-UHFFFAOYSA-N,NAFLDkb_repositioning,515.62
Epinastine,0.65,NC1=NCC2c3ccccc3Cc3ccccc3N12,WHWZLSFABNNENI-UHFFFAOYSA-N,NAFLDkb_repositioning,249.32
Epinephrine,0.65,CNC[C@H](O)c1ccc(O)c(O)c1,UCTWMZQNUQWSLP-VIFPVBQESA-N,NAFLDkb_repositioning,183.21
Eplerenone,0.65,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,JUKPWJGBANNWMW-VWBFHTRKSA-N,NAFLDkb_repositioning,414.5
Epoprostenol,0.65,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,KAQKFAOMNZTLHT-OZUDYXHBSA-N,NAFLDkb_repositioning,352.47
Eprodisate,0.65,O=S(=O)(O)CCCS(=O)(=O)O,MGNVWUDMMXZUDI-UHFFFAOYSA-N,NAFLDkb_repositioning,204.22
Eprosartan,0.65,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,OROAFUQRIXKEMV-LDADJPATSA-N,NAFLDkb_repositioning,424.52
Eprotirome,0.65,CC(C)c1cc(Oc2c(Br)cc(NC(=O)CC(=O)O)cc2Br)ccc1O,VPCSYAVXDAUHLT-UHFFFAOYSA-N,NAFLDkb_repositioning,487.14
Equilin,0.65,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O,WKRLQDKEXYKHJB-HFTRVMKXSA-N,NAFLDkb_repositioning,268.36
Erdafitinib,0.65,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,OLAHOMJCDNXHFI-UHFFFAOYSA-N,NAFLDkb_repositioning,446.56
Ergotamine,0.65,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,XCGSFFUVFURLIX-VFGNJEKYSA-N,NAFLDkb_repositioning,581.67
Ertapenem,0.65,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,JUZNIMUFDBIJCM-ANEDZVCMSA-N,NAFLDkb_repositioning,475.52
Ertiprotafib,0.65,Cc1cc(-c2c3ccccc3c(Br)c3sc(C)c(C)c23)cc(C)c1O[C@H](Cc1ccccc1)C(=O)O,FONCZICQWCUXEB-RUZDIDTESA-N,NAFLDkb_repositioning,559.53
Ertugliflozin,0.65,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,MCIACXAZCBVDEE-CUUWFGFTSA-N,NAFLDkb_repositioning,436.89
Erythromycin,0.65,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,ULGZDMOVFRHVEP-RWJQBGPGSA-N,NAFLDkb_repositioning,733.94
Esculin,0.65,O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,XHCADAYNFIFUHF-TVKJYDDYSA-N,NAFLDkb_repositioning,340.28
Esketamine,0.65,CN[C@]1(c2ccccc2Cl)CCCCC1=O,YQEZLKZALYSWHR-ZDUSSCGKSA-N,NAFLDkb_repositioning,237.73
Esmolol,0.65,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,AQNDDEOPVVGCPG-UHFFFAOYSA-N,NAFLDkb_repositioning,295.38
Estramustine,0.65,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,FRPJXPJMRWBBIH-RBRWEJTLSA-N,NAFLDkb_repositioning,440.41
Estrone sulfate,0.65,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,JKKFKPJIXZFSSB-CBZIJGRNSA-N,NAFLDkb_repositioning,350.44
Etacrynic acid,0.65,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,AVOLMBLBETYQHX-UHFFFAOYSA-N,NAFLDkb_repositioning,303.14
Ethanolamine oleate,0.65,CCCCCCCC/C=C\CCCCCCCC(=O)O.NCCO,KGWDUNBJIMUFAP-KVVVOXFISA-N,NAFLDkb_repositioning,343.55
Ethinylestradiol,0.65,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,BFPYWIDHMRZLRN-SLHNCBLASA-N,NAFLDkb_repositioning,296.41
Ethyl pyruvate,0.65,CCOC(=O)C(C)=O,XXRCUYVCPSWGCC-UHFFFAOYSA-N,NAFLDkb_repositioning,116.12
Etizolam,0.65,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,VMZUTJCNQWMAGF-UHFFFAOYSA-N,NAFLDkb_repositioning,342.86
Etodolac,0.65,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,NNYBQONXHNTVIJ-UHFFFAOYSA-N,NAFLDkb_repositioning,287.36
Etoperidone,0.65,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,IZBNNCFOBMGTQX-UHFFFAOYSA-N,NAFLDkb_repositioning,377.92
Etoposide,0.65,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,VJJPUSNTGOMMGY-MRVIYFEKSA-N,NAFLDkb_repositioning,588.56
Etoricoxib,0.65,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,MNJVRJDLRVPLFE-UHFFFAOYSA-N,NAFLDkb_repositioning,358.85
Eugenol,0.65,C=CCc1ccc(O)c(OC)c1,RRAFCDWBNXTKKO-UHFFFAOYSA-N,NAFLDkb_repositioning,164.2
Exisulind,0.65,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,MVGSNCBCUWPVDA-MFOYZWKCSA-N,NAFLDkb_repositioning,372.42
Farnesol,0.65,CC(C)=CCC/C(C)=C\CC/C(C)=C\CO,CRDAMVZIKSXKFV-FBXUGWQNSA-N,NAFLDkb_repositioning,222.37
Faropenem medoxomil,0.65,Cc1oc(=O)oc1COC(=O)C1=C([C@H]2CCCO2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12,JQBKWZPHJOEQAO-DVPVEWDBSA-N,NAFLDkb_repositioning,397.41
Febuxostat,0.65,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,BQSJTQLCZDPROO-UHFFFAOYSA-N,NAFLDkb_repositioning,316.38
Fedratinib,0.65,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,JOOXLOJCABQBSG-UHFFFAOYSA-N,NAFLDkb_repositioning,524.69
Felodipine,0.65,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,RZTAMFZIAATZDJ-UHFFFAOYSA-N,NAFLDkb_repositioning,384.26
Fenfluramine,0.65,CCNC(C)Cc1cccc(C(F)(F)F)c1,DBGIVFWFUFKIQN-UHFFFAOYSA-N,NAFLDkb_repositioning,231.26
Fenofibric acid,0.65,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,MQOBSOSZFYZQOK-UHFFFAOYSA-N,NAFLDkb_repositioning,318.76
Fenoldopam,0.65,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,TVURRHSHRRELCG-UHFFFAOYSA-N,NAFLDkb_repositioning,305.76
Fenoprofen,0.65,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,RDJGLLICXDHJDY-UHFFFAOYSA-N,NAFLDkb_repositioning,242.27
Fenproporex,0.65,CC(Cc1ccccc1)NCCC#N,IQUFSXIQAFPIMR-UHFFFAOYSA-N,NAFLDkb_repositioning,188.27
Ferric maltol,0.65,Cc1occc(=O)c1[O-].Cc1occc(=O)c1[O-].Cc1occc(=O)c1[O-].[Fe+3],AHPWLYJHTFAWKI-UHFFFAOYSA-K,NAFLDkb_repositioning,431.15
Fexaramine,0.65,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(N(C)C)cc3)cc2)C(=O)C2CCCCC2)c1,VLQTUNDJHLEFEQ-KGENOOAVSA-N,NAFLDkb_repositioning,496.65
Fexofenadine,0.65,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,RWTNPBWLLIMQHL-UHFFFAOYSA-N,NAFLDkb_repositioning,501.67
Fiboflapon,0.65,CCOc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)cn1,DFQGDHBGRSTTHX-UHFFFAOYSA-N,NAFLDkb_repositioning,637.85
Fica,0.65,O=C(NCCS)c1cc2cc(F)ccc2[nH]1,JFUIHGAGFMFNRD-UHFFFAOYSA-N,NAFLDkb_repositioning,238.29
Filanesib,0.65,CON(C)C(=O)N1N=C(c2cc(F)ccc2F)S[C@@]1(CCCN)c1ccccc1,LLXISKGBWFTGEI-FQEVSTJZSA-N,NAFLDkb_repositioning,420.49
Filgotinib,0.65,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,RIJLVEAXPNLDTC-UHFFFAOYSA-N,NAFLDkb_repositioning,425.51
Fimasartan,0.65,CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,AMEROGPZOLAFBN-UHFFFAOYSA-N,NAFLDkb_repositioning,501.66
Finerenone,0.65,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,BTBHLEZXCOBLCY-QGZVFWFLSA-N,NAFLDkb_repositioning,378.43
Flecainide,0.65,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,DJBNUMBKLMJRSA-UHFFFAOYSA-N,NAFLDkb_repositioning,414.35
Fluasterone,0.65,C[C@]12CCCCC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@H](F)C[C@@H]12,VHZXNQKVFDBFIK-NBBHSKLNSA-N,NAFLDkb_repositioning,290.42
Flucloxacillin,0.65,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,UIOFUWFRIANQPC-JKIFEVAISA-N,NAFLDkb_repositioning,453.88
Fludeoxyglucose (18F),0.65,O=C[C@H]([18F])[C@@H](O)[C@H](O)[C@H](O)CO,AOYNUTHNTBLRMT-MXWOLSILSA-N,NAFLDkb_repositioning,181.15
Flufenamic acid,0.65,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,LPEPZBJOKDYZAD-UHFFFAOYSA-N,NAFLDkb_repositioning,281.23
Flumethasone,0.65,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,WXURHACBFYSXBI-GQKYHHCASA-N,NAFLDkb_repositioning,410.46
Flunisolide,0.65,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,XSFJVAJPIHIPKU-XWCQMRHXSA-N,NAFLDkb_repositioning,434.5
Fluocinolone acetonide,0.65,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,FEBLZLNTKCEFIT-VSXGLTOVSA-N,NAFLDkb_repositioning,452.49
Fluocinonide,0.65,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,WJOHZNCJWYWUJD-IUGZLZTKSA-N,NAFLDkb_repositioning,494.53
Fluorescein,0.65,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,GNBHRKFJIUUOQI-UHFFFAOYSA-N,NAFLDkb_repositioning,332.31
Fluorometholone,0.65,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,FAOZLTXFLGPHNG-KNAQIMQKSA-N,NAFLDkb_repositioning,376.47
Fluoxetine,0.65,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,NAFLDkb_repositioning,309.33
Flupentixol,0.65,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,NJMYODHXAKYRHW-DVZOWYKESA-N,NAFLDkb_repositioning,434.53
Flurandrenolide,0.65,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,POPFMWWJOGLOIF-XWCQMRHXSA-N,NAFLDkb_repositioning,436.52
Flurbiprofen,0.65,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,SYTBZMRGLBWNTM-UHFFFAOYSA-N,NAFLDkb_repositioning,244.27
Fluvastatin,0.65,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,FJLGEFLZQAZZCD-VAWYXSNFSA-N,NAFLDkb_repositioning,411.47
Fluvoxamine,0.65,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,CJOFXWAVKWHTFT-XSFVSMFZSA-N,NAFLDkb_repositioning,318.34
Forasartan,0.65,CCCCc1nc(CCCC)n(Cc2ccc(-c3ccccc3-c3nn[nH]n3)nc2)n1,YONOBYIBNBCDSJ-UHFFFAOYSA-N,NAFLDkb_repositioning,416.53
Fosamprenavir,0.65,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,MLBVMOWEQCZNCC-OEMFJLHTSA-N,NAFLDkb_repositioning,585.62
Fosfomycin,0.65,C[C@@H]1O[C@@H]1P(=O)(O)O,YMDXZJFXQJVXBF-STHAYSLISA-N,NAFLDkb_repositioning,138.06
Fosinopril,0.65,CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,BIDNLKIUORFRQP-AJTMIRJTSA-N,NAFLDkb_repositioning,563.67
Fostamatinib,0.65,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,GKDRMWXFWHEQQT-UHFFFAOYSA-N,NAFLDkb_repositioning,580.47
Fradafiban,0.65,N=C(N)c1ccc(-c2ccc(OC[C@@H]3C[C@@H](CC(=O)O)C(=O)N3)cc2)cc1,IKZACQMAVUIGPY-HOTGVXAUSA-N,NAFLDkb_repositioning,367.41
Furosemide,0.65,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,NAFLDkb_repositioning,330.75
Fusidic acid,0.65,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,IECPWNUMDGFDKC-MZJAQBGESA-N,NAFLDkb_repositioning,516.72
GC-24,0.65,Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(O)c(Cc2ccccc2)c1,JYHIGYLGYNCMGI-UHFFFAOYSA-N,NAFLDkb_repositioning,376.45
GW-590735,0.65,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)NCc1ccc(OC(C)(C)C(=O)O)cc1,ILUPZUOBHCUBKB-UHFFFAOYSA-N,NAFLDkb_repositioning,478.49
Gabapentin,0.65,NCC1(CC(=O)O)CCCCC1,UGJMXCAKCUNAIE-UHFFFAOYSA-N,NAFLDkb_repositioning,171.24
Gabexate,0.65,CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1,YKGYIDJEEQRWQH-UHFFFAOYSA-N,NAFLDkb_repositioning,321.38
Gadobutrol,0.65,O=C([O-])C[N+]12CC[N+]3(CC(=O)[O-])CC[N+]4([C@@H](CO)[C@@H](O)CO)CC[N+](CC(=O)[O-])(CC1)[Gd-]234,ZPDFIIGFYAHNSK-YYLIZZNMSA-K,NAFLDkb_repositioning,604.72
Galactose,0.65,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,GZCGUPFRVQAUEE-KCDKBNATSA-N,NAFLDkb_repositioning,180.16
Gallium citrate Ga-67,0.65,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[67Ga+3],YEEGWNXDUZONAA-RYDPDVNUSA-K,NAFLDkb_repositioning,256.03
Gallium nitrate,0.65,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ga+3],CHPZKNULDCNCBW-UHFFFAOYSA-N,NAFLDkb_repositioning,255.73
Gamolenic acid,0.65,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,VZCCETWTMQHEPK-QNEBEIHSSA-N,NAFLDkb_repositioning,278.44
Ganciclovir,0.65,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,IRSCQMHQWWYFCW-UHFFFAOYSA-N,NAFLDkb_repositioning,255.23
Garenoxacin,0.65,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,NJDRXTDGYFKORP-LLVKDONJSA-N,NAFLDkb_repositioning,426.42
Gatifloxacin,0.65,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,XUBOMFCQGDBHNK-UHFFFAOYSA-N,NAFLDkb_repositioning,375.4
Gemcitabine,0.65,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,SDUQYLNIPVEERB-QPPQHZFASA-N,NAFLDkb_repositioning,263.2
Gemifloxacin,0.65,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,ZRCVYEYHRGVLOC-HYARGMPZSA-N,NAFLDkb_repositioning,389.39
Glipizide,0.65,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,ZJJXGWJIGJFDTL-UHFFFAOYSA-N,NAFLDkb_repositioning,445.55
Gliquidone,0.65,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,LLJFMFZYVVLQKT-UHFFFAOYSA-N,NAFLDkb_repositioning,527.64
Glisoxepide,0.65,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,ZKUDBRCEOBOWLF-UHFFFAOYSA-N,NAFLDkb_repositioning,449.53
Glucosamine,0.65,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,MSWZFWKMSRAUBD-IVMDWMLBSA-N,NAFLDkb_repositioning,179.17
Glutathione disulfide,0.65,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,YPZRWBKMTBYPTK-BJDJZHNGSA-N,NAFLDkb_repositioning,612.64
Glyburide,0.65,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,NAFLDkb_repositioning,494.01
Glycol salicylate,0.65,O=C(OCCO)c1ccccc1O,LVYLCBNXHHHPSB-UHFFFAOYSA-N,NAFLDkb_repositioning,182.17
Glycyrrhizic acid,0.65,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,LPLVUJXQOOQHMX-QWBHMCJMSA-N,NAFLDkb_repositioning,822.94
Glymidine,0.65,COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,QFWPJPIVLCBXFJ-UHFFFAOYSA-N,NAFLDkb_repositioning,309.35
Golotimod,0.65,N[C@H](CCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(=O)O,CATMPQFFVNKDEY-YPMHNXCESA-N,NAFLDkb_repositioning,333.34
Grapiprant,0.65,CCc1nc2c(C)nc(C)cc2n1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,HZVLFTCYCLXTGV-UHFFFAOYSA-N,NAFLDkb_repositioning,491.62
Grepafloxacin,0.65,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,AIJTTZAVMXIJGM-UHFFFAOYSA-N,NAFLDkb_repositioning,359.4
Guanadrel,0.65,NC(N)=NCC1COC2(CCCCC2)O1,HPBNRIOWIXYZFK-UHFFFAOYSA-N,NAFLDkb_repositioning,213.28
Guanethidine,0.65,NC(N)=NCCN1CCCCCCC1,ACGDKVXYNVEAGU-UHFFFAOYSA-N,NAFLDkb_repositioning,198.31
HE-2200,0.65,C[C@]12CC[C@H]3[C@@H]([C@@H](O)C=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,OEVZKEVBDIDVOI-YSZCXEEOSA-N,NAFLDkb_repositioning,306.45
HE3286,0.65,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,JJKOQZHWYLMASZ-FJWDNACWSA-N,NAFLDkb_repositioning,330.47
Halcinonide,0.65,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,MUQNGPZZQDCDFT-JNQJZLCISA-N,NAFLDkb_repositioning,454.97
Haloxyfop-P,0.65,C[C@@H](Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O,GOCUAJYOYBLQRH-MRVPVSSYSA-N,NAFLDkb_repositioning,361.7
Heptyl glucoside,0.65,CCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,NIDYWHLDTIVRJT-UJPOAAIJSA-N,NAFLDkb_repositioning,278.35
Hesperetin,0.65,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,AIONOLUJZLIMTK-AWEZNQCLSA-N,NAFLDkb_repositioning,302.28
Hetacillin,0.65,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,DXVUYOAEDJXBPY-NFFDBFGFSA-N,NAFLDkb_repositioning,389.48
Hexylresorcinol,0.65,CCCCCCc1ccc(O)cc1O,WFJIVOKAWHGMBH-UHFFFAOYSA-N,NAFLDkb_repositioning,194.27
Histidine,0.65,N[C@@H](Cc1c[nH]cn1)C(=O)O,HNDVDQJCIGZPNO-YFKPBYRVSA-N,NAFLDkb_repositioning,155.16
Hyaluronic acid,0.65,CC(=O)N[C@@H]1C(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](OC2[C@@H](NC(C)=O)[C@H](O)O[C@H](CO)[C@H]2O)O[C@@H]1C(=O)O,KIUKXJAPPMFGSW-MNSSHETKSA-N,NAFLDkb_repositioning,776.65
Hydracarbazine,0.65,NNc1ccc(C(N)=O)nn1,WRYZEGZNBYOMLE-UHFFFAOYSA-N,NAFLDkb_repositioning,153.14
Hydralazine,0.65,NNc1nncc2ccccc12,RPTUSVTUFVMDQK-UHFFFAOYSA-N,NAFLDkb_repositioning,160.18
Hydrochlorothiazide,0.65,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,JZUFKLXOESDKRF-UHFFFAOYSA-N,NAFLDkb_repositioning,297.75
Hydrocortamate,0.65,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,FWFVLWGEFDIZMJ-FOMYWIRZSA-N,NAFLDkb_repositioning,475.63
Hydrocortisone,0.65,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,JYGXADMDTFJGBT-VWUMJDOOSA-N,NAFLDkb_repositioning,362.47
Hydrocortisone aceponate,0.65,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,MFBMYAOAMQLLPK-FZNHGJLXSA-N,NAFLDkb_repositioning,460.57
Hydrocortisone acetate,0.65,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,ALEXXDVDDISNDU-JZYPGELDSA-N,NAFLDkb_repositioning,404.5
